season_team_id,season_code,team_id,games_played,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,minutes_per_game,points_per_game,two_points_made_per_game,two_points_attempted_per_game,two_points_percentage,three_points_made_per_game,three_points_attempted_per_game,three_points_percentage,free_throws_made_per_game,free_throws_attempted_per_game,free_throws_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,turnovers_per_game,blocks_favour_per_game,blocks_against_per_game,fouls_committed_per_game,fouls_received_per_game,valuation_per_game
2020_BER,E2020,BER,34.0,1370.0,2674.0,647.0,1227.0,342.0,937.0,354.0,424.0,347.0,736.0,1083.0,692.0,235.0,503.0,74.0,97.0,627.0,664.0,2950.0,40.3,78.6,19.0,36.1,0.527,10.1,27.6,0.365,10.4,12.5,0.835,10.2,21.6,31.9,20.4,6.9,14.8,2.2,2.9,18.4,19.5,86.8
2020_CSK,E2020,CSK,39.0,1585.0,3281.0,759.0,1418.0,388.0,1034.0,599.0,786.0,485.0,893.0,1378.0,612.0,256.0,476.0,82.0,104.0,771.0,847.0,3613.0,40.6,84.1,19.5,36.4,0.535,9.9,26.5,0.375,15.4,20.2,0.762,12.4,22.9,35.3,15.7,6.6,12.2,2.1,2.7,19.8,21.7,92.6
2020_DYR,E2020,DYR,39.0,1565.0,3021.0,705.0,1255.0,358.0,955.0,537.0,678.0,357.0,849.0,1206.0,682.0,233.0,480.0,77.0,91.0,818.0,803.0,3345.0,40.1,77.5,18.1,32.2,0.562,9.2,24.5,0.375,13.8,17.4,0.792,9.2,21.8,30.9,17.5,6.0,12.3,2.0,2.3,21.0,20.6,85.8
2020_IST,E2020,IST,41.0,1645.0,3453.0,795.0,1402.0,418.0,1046.0,609.0,767.0,358.0,941.0,1299.0,736.0,272.0,461.0,119.0,103.0,719.0,836.0,4039.0,40.1,84.2,19.4,34.2,0.567,10.2,25.5,0.4,14.9,18.7,0.794,8.7,23.0,31.7,18.0,6.6,11.2,2.9,2.5,17.5,20.4,98.5
2020_KHI,E2020,KHI,34.0,1370.0,2634.0,620.0,1205.0,315.0,910.0,449.0,554.0,302.0,754.0,1056.0,618.0,238.0,473.0,111.0,80.0,751.0,630.0,2698.0,40.3,77.5,18.2,35.4,0.515,9.3,26.8,0.346,13.2,16.3,0.81,8.9,22.2,31.1,18.2,7.0,13.9,3.3,2.4,22.1,18.5,79.4
2020_MAD,E2020,MAD,39.0,1580.2,3098.0,720.0,1298.0,400.0,1096.0,458.0,574.0,372.0,950.0,1322.0,706.0,245.0,516.0,124.0,72.0,758.0,734.0,3493.0,40.5,79.4,18.5,33.3,0.555,10.3,28.1,0.365,11.7,14.7,0.798,9.5,24.4,33.9,18.1,6.3,13.2,3.2,1.8,19.4,18.8,89.6
2020_MIL,E2020,MIL,41.0,1655.7,3344.0,797.0,1548.0,387.0,935.0,589.0,721.0,343.0,946.0,1289.0,642.0,252.0,461.0,92.0,101.0,830.0,819.0,3615.0,40.4,81.6,19.4,37.8,0.515,9.4,22.8,0.414,14.4,17.6,0.817,8.4,23.1,31.4,15.7,6.1,11.2,2.2,2.5,20.2,20.0,88.2
2020_MUN,E2020,MUN,39.0,1575.0,3066.0,831.0,1626.0,281.0,736.0,561.0,703.0,366.0,916.0,1282.0,636.0,304.0,490.0,86.0,70.0,890.0,801.0,3333.0,40.4,78.6,21.3,41.7,0.511,7.2,18.9,0.382,14.4,18.0,0.798,9.4,23.5,32.9,16.3,7.8,12.6,2.2,1.8,22.8,20.5,85.5
2020_OLY,E2020,OLY,34.0,1374.0,2672.0,653.0,1164.0,298.0,856.0,472.0,614.0,329.0,760.0,1089.0,593.0,244.0,482.0,94.0,77.0,701.0,679.0,2900.0,40.4,78.6,19.2,34.2,0.561,8.8,25.2,0.348,13.9,18.1,0.769,9.7,22.4,32.0,17.4,7.2,14.2,2.8,2.3,20.6,20.0,85.3
2020_PAM,E2020,PAM,34.0,1370.0,2783.0,668.0,1151.0,318.0,867.0,493.0,605.0,324.0,774.0,1098.0,695.0,210.0,451.0,59.0,93.0,668.0,697.0,3186.0,40.3,81.9,19.6,33.9,0.58,9.4,25.5,0.367,14.5,17.8,0.815,9.5,22.8,32.3,20.4,6.2,13.3,1.7,2.7,19.6,20.5,93.7
2020_PAN,E2020,PAN,34.0,1388.0,2711.0,672.0,1274.0,303.0,843.0,458.0,612.0,394.0,765.0,1159.0,603.0,230.0,451.0,102.0,82.0,689.0,679.0,2966.0,40.8,79.7,19.8,37.5,0.527,8.9,24.8,0.359,13.5,18.0,0.748,11.6,22.5,34.1,17.7,6.8,13.3,3.0,2.4,20.3,20.0,87.2
2020_RED,E2020,RED,34.0,1370.0,2520.0,587.0,1198.0,292.0,772.0,470.0,582.0,334.0,719.0,1053.0,496.0,220.0,453.0,60.0,91.0,735.0,680.0,2547.0,40.3,74.1,17.3,35.2,0.49,8.6,22.7,0.378,13.8,17.1,0.808,9.8,21.1,31.0,14.6,6.5,13.3,1.8,2.7,21.6,20.0,74.9
2020_TEL,E2020,TEL,34.0,1379.0,2664.0,665.0,1268.0,300.0,853.0,434.0,548.0,339.0,813.0,1152.0,541.0,240.0,462.0,87.0,104.0,658.0,666.0,2856.0,40.6,78.4,19.6,37.3,0.524,8.8,25.1,0.352,12.8,16.1,0.792,10.0,23.9,33.9,15.9,7.1,13.6,2.6,3.1,19.4,19.6,84.0
2020_ULK,E2020,ULK,37.0,1485.0,2880.0,781.0,1370.0,301.0,761.0,415.0,503.0,278.0,825.0,1103.0,671.0,241.0,527.0,72.0,84.0,698.0,685.0,3206.0,40.1,77.8,21.1,37.0,0.57,8.1,20.6,0.396,11.2,13.6,0.825,7.5,22.3,29.8,18.1,6.5,14.2,1.9,2.3,18.9,18.5,86.6
2020_ZAL,E2020,ZAL,34.0,1360.0,2630.0,683.0,1308.0,287.0,681.0,403.0,480.0,314.0,747.0,1061.0,622.0,217.0,456.0,37.0,90.0,660.0,661.0,2926.0,40.0,77.4,20.1,38.5,0.522,8.4,20.0,0.421,11.9,14.1,0.84,9.2,22.0,31.2,18.3,6.4,13.4,1.1,2.6,19.4,19.4,86.1
2021_ASV,E2021,ASV,32.0,1280.0,2335.0,685.0,1299.0,213.0,614.0,326.0,442.0,278.0,722.0,1000.0,449.0,221.0,424.0,91.0,56.0,640.0,589.0,2434.0,40.0,73.0,21.4,40.6,0.527,6.7,19.2,0.347,10.2,13.8,0.738,8.7,22.6,31.2,14.0,6.9,13.2,2.8,1.8,20.0,18.4,76.1
2021_BAR,E2021,BAR,39.0,1580.0,3179.0,788.0,1437.0,351.0,876.0,550.0,680.0,395.0,945.0,1340.0,718.0,231.0,529.0,69.0,81.0,856.0,804.0,3571.0,40.5,81.5,20.2,36.8,0.548,9.0,22.5,0.401,14.1,17.4,0.809,10.1,24.2,34.4,18.4,5.9,13.6,1.8,2.1,21.9,20.6,91.6
2021_BAS,E2021,BAS,32.0,1280.0,2395.0,610.0,1171.0,279.0,803.0,338.0,434.0,320.0,801.0,1121.0,562.0,168.0,394.0,78.0,78.0,572.0,589.0,2688.0,40.0,74.8,19.1,36.6,0.521,8.7,25.1,0.347,10.6,13.6,0.779,10.0,25.0,35.0,17.6,5.2,12.3,2.4,2.4,17.9,18.4,84.0
2021_BER,E2021,BER,34.0,1360.0,2577.0,631.0,1230.0,313.0,856.0,376.0,483.0,374.0,791.0,1165.0,585.0,220.0,465.0,73.0,98.0,592.0,675.0,2891.0,40.0,75.8,18.6,36.2,0.513,9.2,25.2,0.366,11.1,14.2,0.778,11.0,23.3,34.3,17.2,6.5,13.7,2.1,2.9,17.4,19.9,85.0
2021_CSK,E2021,CSK,24.0,965.0,1940.0,455.0,879.0,238.0,667.0,316.0,389.0,299.0,533.0,832.0,398.0,152.0,281.0,63.0,81.0,467.0,493.0,2123.0,40.2,80.8,19.0,36.6,0.518,9.9,27.8,0.357,13.2,16.2,0.812,12.5,22.2,34.7,16.6,6.3,11.7,2.6,3.4,19.5,20.5,88.5
2021_DYR,E2021,DYR,23.0,925.0,1703.0,422.0,799.0,196.0,548.0,271.0,370.0,236.0,543.0,779.0,348.0,124.0,301.0,62.0,67.0,466.0,458.0,1812.0,40.2,74.0,18.3,34.7,0.528,8.5,23.8,0.358,11.8,16.1,0.732,10.3,23.6,33.9,15.1,5.4,13.1,2.7,2.9,20.3,19.9,78.8
2021_IST,E2021,IST,40.0,1615.0,3241.0,772.0,1360.0,392.0,1076.0,521.0,639.0,343.0,969.0,1312.0,672.0,252.0,445.0,110.0,94.0,675.0,774.0,3757.0,40.4,81.0,19.3,34.0,0.568,9.8,26.9,0.364,13.0,16.0,0.815,8.6,24.2,32.8,16.8,6.3,11.1,2.8,2.4,16.9,19.4,93.9
2021_MAD,E2021,MAD,38.0,1535.0,2999.0,740.0,1393.0,363.0,1028.0,430.0,562.0,448.0,1007.0,1455.0,686.0,241.0,477.0,127.0,76.0,744.0,706.0,3467.0,40.4,78.9,19.5,36.7,0.531,9.6,27.1,0.353,11.3,14.8,0.765,11.8,26.5,38.3,18.1,6.3,12.6,3.3,2.0,19.6,18.6,91.2
2021_MCO,E2021,MCO,38.0,1545.0,3170.0,837.0,1536.0,324.0,876.0,524.0,698.0,394.0,884.0,1278.0,581.0,267.0,423.0,80.0,70.0,768.0,767.0,3457.0,40.7,83.4,22.0,40.4,0.545,8.5,23.1,0.37,13.8,18.4,0.751,10.4,23.3,33.6,15.3,7.0,11.1,2.1,1.8,20.2,20.2,91.0
2021_MIL,E2021,MIL,36.0,1445.0,2624.0,634.0,1237.0,323.0,925.0,387.0,527.0,355.0,850.0,1205.0,565.0,222.0,420.0,81.0,74.0,728.0,656.0,2786.0,40.1,72.9,17.6,34.4,0.513,9.0,25.7,0.349,10.8,14.6,0.734,9.9,23.6,33.5,15.7,6.2,11.7,2.2,2.1,20.2,18.2,77.4
2021_MUN,E2021,MUN,36.0,1440.0,2692.0,616.0,1200.0,325.0,891.0,485.0,608.0,344.0,770.0,1114.0,493.0,214.0,389.0,53.0,66.0,803.0,735.0,2770.0,40.0,74.8,17.1,33.3,0.513,9.0,24.8,0.365,13.5,16.9,0.798,9.6,21.4,30.9,13.7,5.9,10.8,1.5,1.8,22.3,20.4,76.9
2021_OLY,E2021,OLY,38.0,1535.0,3041.0,739.0,1271.0,342.0,968.0,537.0,708.0,332.0,920.0,1252.0,658.0,246.0,446.0,91.0,80.0,678.0,784.0,3539.0,40.4,80.0,19.4,33.4,0.581,9.0,25.5,0.353,14.1,18.6,0.758,8.7,24.2,32.9,17.3,6.5,11.7,2.4,2.1,17.8,20.6,93.1
2021_PAN,E2021,PAN,32.0,1280.0,2382.0,620.0,1155.0,245.0,738.0,407.0,507.0,277.0,762.0,1039.0,487.0,172.0,401.0,100.0,67.0,597.0,607.0,2594.0,40.0,74.4,19.4,36.1,0.537,7.7,23.1,0.332,12.7,15.8,0.803,8.7,23.8,32.5,15.2,5.4,12.5,3.1,2.1,18.7,19.0,81.1
2021_RED,E2021,RED,33.0,1330.0,2434.0,657.0,1244.0,235.0,721.0,415.0,573.0,368.0,702.0,1070.0,540.0,226.0,406.0,46.0,87.0,653.0,626.0,2565.0,40.3,73.8,19.9,37.7,0.528,7.1,21.8,0.326,12.6,17.4,0.724,11.2,21.3,32.4,16.4,6.8,12.3,1.4,2.6,19.8,19.0,77.7
2021_TEL,E2021,TEL,35.0,1400.0,2790.0,717.0,1345.0,287.0,798.0,495.0,608.0,322.0,791.0,1113.0,562.0,256.0,415.0,73.0,92.0,661.0,669.0,3043.0,40.0,79.7,20.5,38.4,0.533,8.2,22.8,0.36,14.1,17.4,0.814,9.2,22.6,31.8,16.1,7.3,11.9,2.1,2.6,18.9,19.1,86.9
2021_ULK,E2021,ULK,31.0,1240.0,2308.0,626.0,1095.0,233.0,713.0,357.0,481.0,286.0,703.0,989.0,561.0,245.0,413.0,61.0,69.0,576.0,595.0,2628.0,40.0,74.5,20.2,35.3,0.572,7.5,23.0,0.327,11.5,15.5,0.742,9.2,22.7,31.9,18.1,7.9,13.3,2.0,2.2,18.6,19.2,84.8
2021_UNK,E2021,UNK,25.0,1015.0,1917.0,496.0,960.0,224.0,597.0,253.0,344.0,246.0,569.0,815.0,412.0,235.0,328.0,47.0,60.0,500.0,402.0,2012.0,40.6,76.7,19.8,38.4,0.517,9.0,23.9,0.375,10.1,13.8,0.735,9.8,22.8,32.6,16.5,9.4,13.1,1.9,2.4,20.0,16.1,80.5
2021_ZAL,E2021,ZAL,32.0,1290.0,2337.0,579.0,1127.0,270.0,765.0,369.0,461.0,313.0,698.0,1011.0,532.0,178.0,397.0,59.0,68.0,653.0,588.0,2452.0,40.3,73.0,18.1,35.2,0.514,8.4,23.9,0.353,11.5,14.4,0.8,9.8,21.8,31.6,16.6,5.6,12.4,1.8,2.1,20.4,18.4,76.6
2022_ASV,E2022,ASV,18.0,720.0,1334.0,366.0,703.0,131.0,371.0,209.0,273.0,164.0,402.0,566.0,246.0,115.0,256.0,34.0,51.0,383.0,354.0,1318.0,40.0,74.1,20.3,39.1,0.521,7.3,20.6,0.353,11.6,15.2,0.766,9.1,22.3,31.4,13.7,6.4,14.2,1.9,2.8,21.3,19.7,73.2
2022_BAR,E2022,BAR,18.0,725.0,1447.0,326.0,588.0,183.0,461.0,246.0,305.0,173.0,422.0,595.0,339.0,105.0,236.0,37.0,37.0,394.0,370.0,1627.0,40.3,80.4,18.1,32.7,0.554,10.2,25.6,0.397,13.7,16.9,0.807,9.6,23.4,33.1,18.8,5.8,13.1,2.1,2.1,21.9,20.6,90.4
2022_BAS,E2022,BAS,18.0,725.0,1539.0,354.0,629.0,199.0,525.0,234.0,316.0,172.0,444.0,616.0,347.0,128.0,202.0,45.0,47.0,381.0,357.0,1719.0,40.3,85.5,19.7,34.9,0.563,11.1,29.2,0.379,13.0,17.6,0.741,9.6,24.7,34.2,19.3,7.1,11.2,2.5,2.6,21.2,19.8,95.5
2022_BER,E2022,BER,19.0,770.0,1543.0,369.0,688.0,193.0,548.0,226.0,305.0,223.0,472.0,695.0,387.0,135.0,275.0,56.0,68.0,350.0,362.0,1732.0,40.5,81.2,19.4,36.2,0.536,10.2,28.8,0.352,11.9,16.1,0.741,11.7,24.8,36.6,20.4,7.1,14.5,2.9,3.6,18.4,19.1,91.2
2022_IST,E2022,IST,18.0,725.0,1470.0,333.0,586.0,188.0,491.0,240.0,294.0,144.0,451.0,595.0,275.0,116.0,210.0,62.0,42.0,302.0,359.0,1713.0,40.3,81.7,18.5,32.6,0.568,10.4,27.3,0.383,13.3,16.3,0.816,8.0,25.1,33.1,15.3,6.4,11.7,3.4,2.3,16.8,19.9,95.2
2022_MAD,E2022,MAD,19.0,765.0,1604.0,389.0,690.0,175.0,476.0,301.0,376.0,202.0,520.0,722.0,375.0,103.0,251.0,86.0,34.0,394.0,374.0,1908.0,40.3,84.4,20.5,36.3,0.564,9.2,25.1,0.368,15.8,19.8,0.801,10.6,27.4,38.0,19.7,5.4,13.2,4.5,1.8,20.7,19.7,100.4
2022_MCO,E2022,MCO,19.0,770.0,1534.0,404.0,760.0,138.0,437.0,312.0,424.0,233.0,415.0,648.0,283.0,150.0,204.0,34.0,47.0,390.0,430.0,1671.0,40.5,80.7,21.3,40.0,0.532,7.3,23.0,0.316,16.4,22.3,0.736,12.3,21.8,34.1,14.9,7.9,10.7,1.8,2.5,20.5,22.6,87.9
2022_MIL,E2022,MIL,18.0,730.0,1262.0,296.0,604.0,156.0,470.0,202.0,269.0,166.0,427.0,593.0,282.0,124.0,229.0,36.0,39.0,365.0,344.0,1319.0,40.6,70.1,16.4,33.6,0.49,8.7,26.1,0.332,11.2,14.9,0.751,9.2,23.7,32.9,15.7,6.9,12.7,2.0,2.2,20.3,19.1,73.3
2022_MUN,E2022,MUN,19.0,760.0,1439.0,291.0,647.0,186.0,519.0,299.0,360.0,214.0,441.0,655.0,256.0,132.0,226.0,47.0,52.0,414.0,392.0,1479.0,40.0,75.7,15.3,34.1,0.45,9.8,27.3,0.358,15.7,18.9,0.831,11.3,23.2,34.5,13.5,6.9,11.9,2.5,2.7,21.8,20.6,77.8
2022_OLY,E2022,OLY,19.0,760.0,1618.0,383.0,647.0,192.0,512.0,276.0,338.0,180.0,432.0,612.0,420.0,162.0,230.0,34.0,42.0,344.0,410.0,1994.0,40.0,85.2,20.2,34.1,0.592,10.1,26.9,0.375,14.5,17.8,0.817,9.5,22.7,32.2,22.1,8.5,12.1,1.8,2.2,18.1,21.6,104.9
2022_PAM,E2022,PAM,18.0,730.0,1456.0,327.0,603.0,183.0,516.0,253.0,308.0,184.0,416.0,600.0,312.0,117.0,249.0,29.0,36.0,395.0,359.0,1529.0,40.6,80.9,18.2,33.5,0.542,10.2,28.7,0.355,14.1,17.1,0.821,10.2,23.1,33.3,17.3,6.5,13.8,1.6,2.0,21.9,19.9,84.9
2022_PAN,E2022,PAN,18.0,739.0,1418.0,330.0,701.0,160.0,435.0,278.0,384.0,200.0,419.0,619.0,263.0,122.0,217.0,44.0,51.0,365.0,393.0,1474.0,41.1,78.8,18.3,38.9,0.471,8.9,24.2,0.368,15.4,21.3,0.724,11.1,23.3,34.4,14.6,6.8,12.1,2.4,2.8,20.3,21.8,81.9
2022_PAR,E2022,PAR,18.0,730.0,1517.0,391.0,694.0,140.0,382.0,315.0,383.0,172.0,387.0,559.0,263.0,102.0,213.0,54.0,42.0,368.0,406.0,1665.0,40.6,84.3,21.7,38.6,0.563,7.8,21.2,0.366,17.5,21.3,0.822,9.6,21.5,31.1,14.6,5.7,11.8,3.0,2.3,20.4,22.6,92.5
2022_RED,E2022,RED,19.0,770.0,1442.0,360.0,652.0,154.0,467.0,260.0,337.0,184.0,445.0,629.0,318.0,112.0,240.0,35.0,50.0,416.0,392.0,1540.0,40.5,75.9,18.9,34.3,0.552,8.1,24.6,0.33,13.7,17.7,0.772,9.7,23.4,33.1,16.7,5.9,12.6,1.8,2.6,21.9,20.6,81.1
2022_TEL,E2022,TEL,18.0,720.0,1459.0,401.0,742.0,146.0,440.0,219.0,267.0,225.0,397.0,622.0,292.0,122.0,210.0,71.0,39.0,390.0,328.0,1572.0,40.0,81.1,22.3,41.2,0.54,8.1,24.4,0.332,12.2,14.8,0.82,12.5,22.1,34.6,16.2,6.8,11.7,3.9,2.2,21.7,18.2,87.3
2022_ULK,E2022,ULK,19.0,764.0,1578.0,401.0,705.0,183.0,482.0,227.0,318.0,214.0,433.0,647.0,356.0,136.0,254.0,26.0,44.0,394.0,379.0,1736.0,40.2,83.1,21.1,37.1,0.569,9.6,25.4,0.38,11.9,16.7,0.714,11.3,22.8,34.1,18.7,7.2,13.4,1.4,2.3,20.7,19.9,91.4
2022_VIR,E2022,VIR,19.0,765.0,1473.0,365.0,664.0,156.0,429.0,275.0,359.0,157.0,434.0,591.0,353.0,137.0,274.0,41.0,45.0,407.0,382.0,1595.0,40.3,77.5,19.2,34.9,0.55,8.2,22.6,0.364,14.5,18.9,0.766,8.3,22.8,31.1,18.6,7.2,14.4,2.2,2.4,21.4,20.1,83.9
2022_ZAL,E2022,ZAL,18.0,720.0,1396.0,335.0,663.0,147.0,416.0,285.0,348.0,209.0,424.0,633.0,251.0,111.0,242.0,50.0,55.0,374.0,370.0,1480.0,40.0,77.6,18.6,36.8,0.505,8.2,23.1,0.353,15.8,19.3,0.819,11.6,23.6,35.2,13.9,6.2,13.4,2.8,3.1,20.8,20.6,82.2
